query_id,doc_id,method,chunk_id,label,rationale,confidence,notes
Q005,DOC01_BIK,element,45,1,"score=0.331 | kw=3/4 | pages=[26, 29] | page_match=N",medium,auto
Q005,DOC01_BIK,maxmin_semantic,73,2,score=0.650 | kw=4/4,high,auto
Q005,DOC01_BIK,maxmin_semantic,75,1,score=0.512 | kw=3/4,medium,auto
Q005,DOC01_BIK,maxmin_semantic,43,1,score=0.500 | kw=3/4,medium,auto
Q005,DOC01_BIK,maxmin_semantic,1,1,score=0.487 | kw=3/4,medium,auto
Q005,DOC01_BIK,maxmin_semantic,72,1,score=0.487 | kw=3/4,medium,auto
Q005,DOC01_BIK,maxmin_semantic,84,1,score=0.487 | kw=3/4,medium,auto
Q005,DOC01_BIK,recursive,134,2,score=0.650 | kw=4/4,high,auto
Q005,DOC01_BIK,recursive,158,2,score=0.650 | kw=4/4,high,auto
Q005,DOC01_BIK,recursive,159,2,score=0.650 | kw=4/4,high,auto
Q005,DOC01_BIK,recursive,169,1,score=0.650 | kw=4/4,high,auto
Q005,DOC01_BIK,recursive,44,1,score=0.512 | kw=3/4,medium,auto
Q005,DOC01_BIK,recursive,27,1,score=0.500 | kw=3/4,medium,auto
Q005,DOC01_BIK,recursive,46,1,score=0.500 | kw=3/4,medium,auto
Q005,DOC01_BIK,recursive,48,1,score=0.500 | kw=3/4,medium,auto
Q006,DOC02_BSK,element,4,2,score=0.886 | kw=3/4 | pages=[7] | page_match=Y | anchor_found=Y,high,auto
Q006,DOC02_BSK,element,5,1,score=0.364 | kw=0/4 | pages=[7] | page_match=Y,medium,auto
Q006,DOC02_BSK,maxmin_semantic,1,2,score=0.986 | kw=4/4 | anchor_found=Y,high,auto
Q006,DOC02_BSK,maxmin_semantic,0,1,score=0.343 | kw=2/4,medium,auto
Q006,DOC02_BSK,maxmin_semantic,94,1,score=0.329 | kw=2/4,medium,auto
Q006,DOC02_BSK,recursive,1,2,score=0.986 | kw=4/4 | anchor_found=Y,high,auto
Q006,DOC02_BSK,recursive,0,1,score=0.343 | kw=2/4,medium,auto
Q006,DOC02_BSK,recursive,185,1,score=0.329 | kw=2/4,medium,auto
Q007,DOC02_BSK,element,4,2,score=0.985 | kw=4/4 | pages=[7] | page_match=Y | anchor_found=Y,high,auto
Q007,DOC02_BSK,element,5,1,score=0.365 | kw=0/4 | pages=[7] | page_match=Y,medium,auto
Q007,DOC02_BSK,element,146,1,"score=0.325 | kw=3/4 | pages=[73, 75, 76, 77, 78] | page_match=N",medium,auto
Q007,DOC02_BSK,maxmin_semantic,82,2,score=0.680 | kw=4/4,high,auto
Q007,DOC02_BSK,maxmin_semantic,2,2,score=0.670 | kw=4/4,high,auto
Q007,DOC02_BSK,maxmin_semantic,106,1,score=0.360 | kw=2/4,medium,auto
Q007,DOC02_BSK,maxmin_semantic,81,1,score=0.350 | kw=2/4,medium,auto
Q007,DOC02_BSK,maxmin_semantic,61,1,score=0.340 | kw=2/4,medium,auto
Q007,DOC02_BSK,maxmin_semantic,73,1,score=0.340 | kw=2/4,medium,auto
Q007,DOC02_BSK,maxmin_semantic,111,1,score=0.340 | kw=2/4,medium,auto
Q007,DOC02_BSK,recursive,2,2,score=0.670 | kw=4/4,high,auto
Q007,DOC02_BSK,recursive,163,1,score=0.500 | kw=3/4,medium,auto
Q007,DOC02_BSK,recursive,191,1,score=0.360 | kw=2/4,medium,auto
Q007,DOC02_BSK,recursive,45,1,score=0.350 | kw=2/4,medium,auto
Q007,DOC02_BSK,recursive,58,1,score=0.350 | kw=2/4,medium,auto
Q007,DOC02_BSK,recursive,126,1,score=0.350 | kw=2/4,medium,auto
Q008,DOC02_BSK,element,4,2,score=0.993 | kw=3/3 | pages=[7] | page_match=Y | anchor_found=Y,high,auto
Q008,DOC02_BSK,element,5,1,score=0.357 | kw=0/3 | pages=[7] | page_match=Y,medium,auto
Q008,DOC02_BSK,element,56,1,"score=0.309 | kw=2/3 | pages=[24, 25] | page_match=N",medium,auto
Q008,DOC02_BSK,element,58,1,"score=0.302 | kw=2/3 | pages=[25, 26] | page_match=N",medium,auto
Q008,DOC02_BSK,element,57,1,score=0.295 | kw=2/3 | pages=[25] | page_match=N,low,auto
Q008,DOC02_BSK,element,46,1,score=0.288 | kw=2/3 | pages=[23] | page_match=N,low,auto
Q008,DOC02_BSK,maxmin_semantic,63,2,score=0.686 | kw=3/3,high,auto
Q008,DOC02_BSK,maxmin_semantic,2,2,score=0.671 | kw=3/3,high,auto
Q008,DOC02_BSK,maxmin_semantic,73,1,score=0.486 | kw=2/3,medium,auto
Q008,DOC02_BSK,maxmin_semantic,56,1,score=0.471 | kw=2/3,medium,auto
Q008,DOC02_BSK,maxmin_semantic,68,1,score=0.457 | kw=2/3,medium,auto
Q008,DOC02_BSK,maxmin_semantic,69,1,score=0.457 | kw=2/3,medium,auto
Q008,DOC02_BSK,maxmin_semantic,49,1,score=0.443 | kw=2/3,medium,auto
Q008,DOC02_BSK,recursive,2,2,score=0.671 | kw=3/3,high,auto
Q008,DOC02_BSK,recursive,45,1,score=0.486 | kw=2/3,medium,auto
Q008,DOC02_BSK,recursive,40,1,score=0.471 | kw=2/3,medium,auto
Q008,DOC02_BSK,recursive,46,1,score=0.457 | kw=2/3,medium,auto
Q008,DOC02_BSK,recursive,48,1,score=0.457 | kw=2/3,medium,auto
Q008,DOC02_BSK,recursive,49,1,score=0.457 | kw=2/3,medium,auto
Q009,DOC02_BSK,element,11,2,score=0.564 | kw=0/4 | pages=[11] | page_match=Y | anchor_found=Y,high,auto
Q009,DOC02_BSK,element,15,1,"score=0.427 | kw=2/4 | pages=[12, 13] | page_match=N | anchor_found=Y",medium,auto
Q009,DOC02_BSK,element,66,1,"score=0.327 | kw=3/4 | pages=[32, 33] | page_match=N",medium,auto
Q009,DOC02_BSK,maxmin_semantic,82,2,score=0.673 | kw=4/4,high,auto
Q009,DOC02_BSK,maxmin_semantic,2,1,score=0.477 | kw=3/4,medium,auto
Q009,DOC02_BSK,maxmin_semantic,63,1,score=0.336 | kw=2/4,medium,auto
Q009,DOC02_BSK,maxmin_semantic,73,1,score=0.336 | kw=2/4,medium,auto
Q009,DOC02_BSK,maxmin_semantic,81,1,score=0.336 | kw=2/4,medium,auto
Q009,DOC02_BSK,maxmin_semantic,112,1,score=0.336 | kw=2/4,medium,auto
Q009,DOC02_BSK,recursive,60,2,score=0.664 | kw=4/4,high,auto
Q009,DOC02_BSK,recursive,61,1,score=0.514 | kw=3/4,medium,auto
Q009,DOC02_BSK,recursive,63,1,score=0.504 | kw=3/4,medium,auto
Q009,DOC02_BSK,recursive,65,1,score=0.504 | kw=3/4,medium,auto
Q009,DOC02_BSK,recursive,68,1,score=0.504 | kw=3/4,medium,auto
Q009,DOC02_BSK,recursive,70,1,score=0.504 | kw=3/4,medium,auto
Q010,DOC02_BSK,element,15,2,"score=0.852 | kw=2/3 | pages=[12, 13] | page_match=Y | anchor_found=Y",high,auto
Q010,DOC02_BSK,element,13,2,score=0.565 | kw=0/3 | pages=[12] | page_match=Y | anchor_found=Y,high,auto
Q010,DOC02_BSK,element,109,1,"score=0.297 | kw=2/3 | pages=[53, 54] | page_match=N",low,auto
Q010,DOC02_BSK,element,146,1,"score=0.287 | kw=2/3 | pages=[73, 75, 76, 77, 78] | page_match=N",low,auto
Q010,DOC02_BSK,element,150,1,"score=0.287 | kw=2/3 | pages=[82, 83, 84, 85, 86] | page_match=N",low,auto
Q010,DOC02_BSK,element,4,1,score=0.282 | kw=2/3 | pages=[7] | page_match=N,low,auto
Q010,DOC02_BSK,element,62,1,"score=0.282 | kw=2/3 | pages=[27, 29, 31] | page_match=N",low,auto
Q010,DOC02_BSK,maxmin_semantic,82,2,score=0.670 | kw=3/3,high,auto
Q010,DOC02_BSK,maxmin_semantic,81,1,score=0.450 | kw=2/3,medium,auto
Q010,DOC02_BSK,maxmin_semantic,2,1,score=0.430 | kw=2/3,medium,auto
Q010,DOC02_BSK,maxmin_semantic,49,1,score=0.430 | kw=2/3,medium,auto
Q010,DOC02_BSK,maxmin_semantic,73,1,score=0.430 | kw=2/3,medium,auto
Q010,DOC02_BSK,maxmin_semantic,108,1,score=0.430 | kw=2/3,medium,auto
Q010,DOC02_BSK,recursive,114,2,score=0.660 | kw=3/3,high,auto
Q010,DOC02_BSK,recursive,78,1,score=0.460 | kw=2/3,medium,auto
Q010,DOC02_BSK,recursive,101,1,score=0.460 | kw=2/3,medium,auto
Q010,DOC02_BSK,recursive,112,1,score=0.460 | kw=2/3,medium,auto
Q010,DOC02_BSK,recursive,118,1,score=0.460 | kw=2/3,medium,auto
Q010,DOC02_BSK,recursive,120,1,score=0.460 | kw=2/3,medium,auto
Q011,DOC03_CERDAS,element,10,2,"score=0.983 | kw=3/3 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q011,DOC03_CERDAS,element,13,1,score=0.294 | kw=2/3 | pages=[10] | page_match=N,low,auto
Q011,DOC03_CERDAS,maxmin_semantic,7,2,score=0.667 | kw=3/3,high,auto
Q011,DOC03_CERDAS,maxmin_semantic,6,1,score=0.533 | kw=1/3 | anchor_found=Y,medium,auto
Q011,DOC03_CERDAS,maxmin_semantic,19,1,score=0.256 | kw=1/3,low,auto
Q011,DOC03_CERDAS,maxmin_semantic,68,1,score=0.256 | kw=1/3,low,auto
Q011,DOC03_CERDAS,recursive,5,2,score=0.967 | kw=3/3 | anchor_found=Y,high,auto
Q011,DOC03_CERDAS,recursive,15,1,score=0.456 | kw=2/3,medium,auto
Q011,DOC03_CERDAS,recursive,3,1,score=0.256 | kw=1/3,low,auto
Q012,DOC03_CERDAS,element,10,2,"score=0.993 | kw=3/3 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q012,DOC03_CERDAS,element,11,1,score=0.450 | kw=3/3 | pages=[8] | page_match=N,medium,auto
Q012,DOC03_CERDAS,element,7,1,score=0.436 | kw=3/3 | pages=[5] | page_match=N,medium,auto
Q012,DOC03_CERDAS,element,19,1,score=0.295 | kw=2/3 | pages=[15] | page_match=N,low,auto
Q012,DOC03_CERDAS,maxmin_semantic,6,2,score=0.986 | kw=3/3 | anchor_found=Y,high,auto
Q012,DOC03_CERDAS,maxmin_semantic,2,2,score=0.671 | kw=3/3,high,auto
Q012,DOC03_CERDAS,maxmin_semantic,15,2,score=0.657 | kw=3/3,high,auto
Q012,DOC03_CERDAS,maxmin_semantic,49,1,score=0.457 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,maxmin_semantic,50,1,score=0.457 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,maxmin_semantic,13,1,score=0.443 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,maxmin_semantic,17,1,score=0.429 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,maxmin_semantic,16,1,score=0.414 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,recursive,5,2,score=0.986 | kw=3/3 | anchor_found=Y,high,auto
Q012,DOC03_CERDAS,recursive,3,2,score=0.671 | kw=3/3,high,auto
Q012,DOC03_CERDAS,recursive,9,2,score=0.657 | kw=3/3,high,auto
Q012,DOC03_CERDAS,recursive,8,1,score=0.457 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,recursive,33,1,score=0.457 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,recursive,34,1,score=0.457 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,recursive,10,1,score=0.429 | kw=2/3,medium,auto
Q012,DOC03_CERDAS,recursive,11,1,score=0.414 | kw=2/3,medium,auto
Q013,DOC03_CERDAS,element,10,2,"score=0.986 | kw=4/4 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q013,DOC03_CERDAS,element,7,1,score=0.443 | kw=4/4 | pages=[5] | page_match=N,medium,auto
Q013,DOC03_CERDAS,element,13,1,score=0.329 | kw=3/4 | pages=[10] | page_match=N,medium,auto
Q013,DOC03_CERDAS,element,14,1,"score=0.329 | kw=3/4 | pages=[10, 11] | page_match=N",medium,auto
Q013,DOC03_CERDAS,element,15,1,"score=0.329 | kw=3/4 | pages=[11, 12] | page_match=N",medium,auto
Q013,DOC03_CERDAS,maxmin_semantic,3,2,score=0.671 | kw=4/4,high,auto
Q013,DOC03_CERDAS,maxmin_semantic,7,2,score=0.671 | kw=4/4,high,auto
Q013,DOC03_CERDAS,maxmin_semantic,21,1,score=0.507 | kw=3/4,medium,auto
Q013,DOC03_CERDAS,maxmin_semantic,24,1,score=0.507 | kw=3/4,medium,auto
Q013,DOC03_CERDAS,maxmin_semantic,28,1,score=0.507 | kw=3/4,medium,auto
Q013,DOC03_CERDAS,maxmin_semantic,9,1,score=0.343 | kw=2/4,medium,auto
Q013,DOC03_CERDAS,maxmin_semantic,19,1,score=0.343 | kw=2/4,medium,auto
Q013,DOC03_CERDAS,recursive,3,2,score=0.686 | kw=4/4,high,auto
Q013,DOC03_CERDAS,recursive,6,2,score=0.671 | kw=4/4,high,auto
Q013,DOC03_CERDAS,recursive,16,1,score=0.507 | kw=3/4,medium,auto
Q013,DOC03_CERDAS,recursive,19,1,score=0.507 | kw=3/4,medium,auto
Q013,DOC03_CERDAS,recursive,22,1,score=0.507 | kw=3/4,medium,auto
Q013,DOC03_CERDAS,recursive,7,1,score=0.343 | kw=2/4,medium,auto
Q013,DOC03_CERDAS,recursive,15,1,score=0.343 | kw=2/4,medium,auto
Q014,DOC03_CERDAS,element,10,2,"score=0.994 | kw=4/4 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q014,DOC03_CERDAS,element,16,1,"score=0.439 | kw=4/4 | pages=[12, 13] | page_match=N",medium,auto
Q014,DOC03_CERDAS,element,18,1,"score=0.428 | kw=4/4 | pages=[13, 14] | page_match=N",medium,auto
Q014,DOC03_CERDAS,element,21,1,score=0.339 | kw=3/4 | pages=[17] | page_match=N,medium,auto
Q014,DOC03_CERDAS,element,13,1,score=0.328 | kw=3/4 | pages=[10] | page_match=N,medium,auto
Q014,DOC03_CERDAS,element,22,1,score=0.322 | kw=3/4 | pages=[18] | page_match=N,medium,auto
Q014,DOC03_CERDAS,maxmin_semantic,8,2,score=0.656 | kw=4/4,high,auto
Q014,DOC03_CERDAS,maxmin_semantic,117,2,score=0.644 | kw=4/4,high,auto
Q014,DOC03_CERDAS,maxmin_semantic,9,1,score=0.517 | kw=3/4,medium,auto
Q014,DOC03_CERDAS,maxmin_semantic,37,1,score=0.378 | kw=2/4,medium,auto
Q014,DOC03_CERDAS,maxmin_semantic,22,1,score=0.367 | kw=2/4,medium,auto
Q014,DOC03_CERDAS,maxmin_semantic,19,1,score=0.344 | kw=2/4,medium,auto
Q014,DOC03_CERDAS,maxmin_semantic,21,1,score=0.344 | kw=2/4,medium,auto
Q014,DOC03_CERDAS,recursive,6,2,score=0.667 | kw=4/4,high,auto
Q014,DOC03_CERDAS,recursive,27,1,score=0.528 | kw=3/4,medium,auto
Q014,DOC03_CERDAS,recursive,29,1,score=0.506 | kw=3/4,medium,auto
Q014,DOC03_CERDAS,recursive,25,1,score=0.494 | kw=3/4,medium,auto
Q014,DOC03_CERDAS,recursive,57,1,score=0.483 | kw=3/4,medium,auto
Q014,DOC03_CERDAS,recursive,7,1,score=0.378 | kw=2/4,medium,auto
Q015,DOC03_CERDAS,element,10,2,"score=0.981 | kw=5/5 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q015,DOC03_CERDAS,element,24,1,score=0.431 | kw=5/5 | pages=[20] | page_match=N,medium,auto
Q015,DOC03_CERDAS,element,30,1,score=0.326 | kw=4/5 | pages=[23] | page_match=N,medium,auto
Q015,DOC03_CERDAS,element,7,1,score=0.259 | kw=3/5 | pages=[5] | page_match=N,low,auto
Q015,DOC03_CERDAS,maxmin_semantic,11,2,score=0.662 | kw=5/5,high,auto
Q015,DOC03_CERDAS,maxmin_semantic,117,1,score=0.492 | kw=4/5,medium,auto
Q015,DOC03_CERDAS,maxmin_semantic,6,1,score=0.420 | kw=1/5 | anchor_found=Y,medium,auto
Q015,DOC03_CERDAS,maxmin_semantic,4,1,score=0.398 | kw=3/5,medium,auto
Q015,DOC03_CERDAS,maxmin_semantic,71,1,score=0.385 | kw=3/5,medium,auto
Q015,DOC03_CERDAS,maxmin_semantic,77,1,score=0.372 | kw=3/5,medium,auto
Q015,DOC03_CERDAS,recursive,7,2,score=0.662 | kw=5/5,high,auto
Q015,DOC03_CERDAS,recursive,47,2,score=0.637 | kw=5/5,high,auto
Q015,DOC03_CERDAS,recursive,46,1,score=0.505 | kw=4/5,medium,auto
Q015,DOC03_CERDAS,recursive,56,1,score=0.492 | kw=4/5,medium,auto
Q015,DOC03_CERDAS,recursive,5,1,score=0.420 | kw=1/5 | anchor_found=Y,medium,auto
Q015,DOC03_CERDAS,recursive,3,1,score=0.398 | kw=3/5,medium,auto
Q015,DOC03_CERDAS,recursive,50,1,score=0.372 | kw=3/5,medium,auto
Q016,DOC04_IUV,element,4,2,"score=0.994 | kw=3/3 | pages=[7, 9] | page_match=Y | anchor_found=Y",high,auto
Q016,DOC04_IUV,element,3,1,"score=0.350 | kw=0/3 | pages=[5, 7] | page_match=Y",medium,auto
Q016,DOC04_IUV,maxmin_semantic,0,2,score=0.975 | kw=3/3 | anchor_found=Y,high,auto
Q016,DOC04_IUV,maxmin_semantic,3,1,score=0.325 | kw=0/3 | anchor_found=Y,medium,auto
Q016,DOC04_IUV,recursive,1,2,score=0.988 | kw=3/3 | anchor_found=Y,high,auto
Q016,DOC04_IUV,recursive,0,1,score=0.537 | kw=1/3 | anchor_found=Y,medium,auto
Q017,DOC04_IUV,element,4,2,"score=1.000 | kw=2/2 | pages=[7, 9] | page_match=Y | anchor_found=Y",high,auto
Q017,DOC04_IUV,element,3,2,"score=0.558 | kw=1/2 | pages=[5, 7] | page_match=Y",high,auto
Q017,DOC04_IUV,element,18,1,score=0.442 | kw=2/2 | pages=[23] | page_match=N,medium,auto
Q017,DOC04_IUV,element,24,1,score=0.442 | kw=2/2 | pages=[27] | page_match=N,medium,auto
Q017,DOC04_IUV,element,19,1,"score=0.433 | kw=2/2 | pages=[23, 24] | page_match=N",medium,auto
Q017,DOC04_IUV,element,12,1,score=0.425 | kw=2/2 | pages=[17] | page_match=N,medium,auto
Q017,DOC04_IUV,element,5,1,score=0.408 | kw=1/2 | pages=[9] | page_match=N | anchor_found=Y,medium,auto
Q017,DOC04_IUV,maxmin_semantic,0,2,score=1.000 | kw=2/2 | anchor_found=Y,high,auto
Q017,DOC04_IUV,maxmin_semantic,9,2,score=0.667 | kw=2/2,high,auto
Q017,DOC04_IUV,maxmin_semantic,22,2,score=0.667 | kw=2/2,high,auto
Q017,DOC04_IUV,maxmin_semantic,33,1,score=0.667 | kw=2/2,high,auto
Q017,DOC04_IUV,maxmin_semantic,28,1,score=0.383 | kw=1/2,medium,auto
Q017,DOC04_IUV,maxmin_semantic,10,1,score=0.350 | kw=1/2,medium,auto
Q017,DOC04_IUV,maxmin_semantic,19,1,score=0.350 | kw=1/2,medium,auto
Q017,DOC04_IUV,maxmin_semantic,24,1,score=0.350 | kw=1/2,medium,auto
Q017,DOC04_IUV,recursive,1,2,score=1.000 | kw=2/2 | anchor_found=Y,high,auto
Q017,DOC04_IUV,recursive,19,2,score=0.683 | kw=2/2,high,auto
Q017,DOC04_IUV,recursive,25,2,score=0.683 | kw=2/2,high,auto
Q017,DOC04_IUV,recursive,13,1,score=0.667 | kw=2/2,high,auto
Q017,DOC04_IUV,recursive,0,1,score=0.617 | kw=1/2 | anchor_found=Y,high,auto
Q017,DOC04_IUV,recursive,22,1,score=0.383 | kw=1/2,medium,auto
Q017,DOC04_IUV,recursive,23,1,score=0.383 | kw=1/2,medium,auto
Q017,DOC04_IUV,recursive,14,1,score=0.367 | kw=1/2,medium,auto
Q018,DOC04_IUV,element,4,2,"score=0.979 | kw=4/4 | pages=[7, 9] | page_match=Y | anchor_found=Y",high,auto
Q018,DOC04_IUV,element,3,1,"score=0.471 | kw=1/4 | pages=[5, 7] | page_match=Y",medium,auto
Q018,DOC04_IUV,element,13,1,score=0.329 | kw=3/4 | pages=[19] | page_match=N,medium,auto
Q018,DOC04_IUV,element,14,1,score=0.329 | kw=3/4 | pages=[20] | page_match=N,medium,auto
Q018,DOC04_IUV,element,15,1,"score=0.329 | kw=3/4 | pages=[20, 21] | page_match=N",medium,auto
Q018,DOC04_IUV,element,22,1,"score=0.329 | kw=3/4 | pages=[25, 26] | page_match=N",medium,auto
Q018,DOC04_IUV,maxmin_semantic,0,2,score=0.957 | kw=4/4 | anchor_found=Y,high,auto
Q018,DOC04_IUV,maxmin_semantic,9,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,maxmin_semantic,10,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,maxmin_semantic,17,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,maxmin_semantic,18,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,maxmin_semantic,33,1,score=0.343 | kw=2/4,medium,auto
Q018,DOC04_IUV,recursive,1,2,score=0.957 | kw=4/4 | anchor_found=Y,high,auto
Q018,DOC04_IUV,recursive,13,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,recursive,14,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,recursive,17,1,score=0.507 | kw=3/4,medium,auto
Q018,DOC04_IUV,recursive,18,1,score=0.507 | kw=3/4,medium,auto
